  id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,nama_rumah_makan,alamat,tahun,kecamatan,kecamatan_clean,type
7419,32,JAWA BARAT,3273,KOTA BANDUNG,"W FIMS_ID,NEGLASARI UTARA",GG. BINAAN II NO.5,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7420,32,JAWA BARAT,3273,KOTA BANDUNG,BENTO KOPI CIKUTRA,GG. SEKEJATI 9 NO.74,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7421,32,JAWA BARAT,3273,KOTA BANDUNG,BURGER MONJOE,JL. BOJONG KONENG NO.17A,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7422,32,JAWA BARAT,3273,KOTA BANDUNG,PANCAKE DURIAN KUY,4J4W+745,2024,Cibeunying Kidul,Cibeunying Kidul,restaurant
7423,32,JAWA BARAT,3273,KOTA BANDUNG,INA COOKIES,JL. BOJONG KONENG ATAS NO.8,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7424,32,JAWA BARAT,3273,KOTA BANDUNG,BEBZ BAR AND GRILL,JL. MANISI NO.117,2024,Kecamatan Cibiru,Cibiru,restaurant
7425,32,JAWA BARAT,3273,KOTA BANDUNG,CATERING MURAH BANDUNG,JL. KUSUMA NUSANTARA I NO.5,2024,Kecamatan Cibiru,Cibiru,restaurant
7426,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI POJOK CITARASA - KANTIN HALAL UIN BANDUNG,UNIVERSITAS ISLAM NEGERI,2024,Kecamatan Cibiru,Cibiru,restaurant
7427,32,JAWA BARAT,3273,KOTA BANDUNG,DIMSUM 2711,JL. DESA CIPADUNG NO.121,2024,Kecamatan Cibiru,Cibiru,restaurant
7428,32,JAWA BARAT,3273,KOTA BANDUNG,SUSHI JANDA,JL. A.H. NASUTION NO.115,2024,Kecamatan Cibiru,Cibiru,restaurant
7429,32,JAWA BARAT,3273,KOTA BANDUNG,JAWA FOOD 968 LESEHAN KHAS JOGYAKARTA,"JL.TERUSAN PANYILEUKAN, GG. DARUSSALAM BPR 2 NO.31",2024,Kecamatan Cibiru,Cibiru,restaurant
7430,32,JAWA BARAT,3273,KOTA BANDUNG,ARABIAN KEBAB CIPADUNG,JL. DESA CIPADUNG NO.232,2024,Kecamatan Cibiru,Cibiru,restaurant
7431,32,JAWA BARAT,3273,KOTA BANDUNG,AHSAN CHICKEN CRISPY,JL. EMBAH JAKSA NO.233,2024,Kecamatan Cibiru,Cibiru,restaurant
7400,32,JAWA BARAT,3273,KOTA BANDUNG,PIZZA & BURGER ANANDA,JL. PADASUKA NO.127-129,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7401,32,JAWA BARAT,3273,KOTA BANDUNG,OHAYOO,JL. A. YANI,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7402,32,JAWA BARAT,3273,KOTA BANDUNG,"NU'IKI - EAT, DRINK, BE CREATIVE","3JPP+MFV, JL. KEBONWARU SELATAN",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7403,32,JAWA BARAT,3273,KOTA BANDUNG,THE IS CATERING,JL. WIRANTA NO.35,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7404,32,JAWA BARAT,3273,KOTA BANDUNG,CONTRAST COFFEE & ROASTERY,JL. CISADEA NO.26,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7405,32,JAWA BARAT,3273,KOTA BANDUNG,AWUG CIBEUNYING,JL. A. YANI NO.361,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7406,32,JAWA BARAT,3273,KOTA BANDUNG,LAOBAN BY UNCLE OSH KATAMSO,JL. BRIGADIR JEND. KATAMSO NO.25,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7407,32,JAWA BARAT,3273,KOTA BANDUNG,DILLA'S CATERING,"JL.PHH MUSTOPHA, GG. NEGLASARI UTARA GG. BINAAN III NO.17",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7409,32,JAWA BARAT,3273,KOTA BANDUNG,COKOSOD.ID,RUKO SURAPATI CORE K17 LANTAI 1,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7410,32,JAWA BARAT,3273,KOTA BANDUNG,MANTES.ID RUMAH JAJAN,KOMPLEK DU F23,2024,Cibeunying Kidul,Cibeunying Kidul,restaurant
7411,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI NDUL,JL. VILLA ASRI NO.3,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7412,32,JAWA BARAT,3273,KOTA BANDUNG,NYABA COFFEE & CHIT-CHAT,JL. UTAMA 1 NO.45-46,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7413,32,JAWA BARAT,3273,KOTA BANDUNG,COFFEE UNIVERSITY,JL. CIKUTRA NO.204A,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7414,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG KOPI DAN INDOMIE,"GG. PELITA I NO.11, RT.3/RW.2",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7415,32,JAWA BARAT,3273,KOTA BANDUNG,MOI KITCHEN BANDUNG,4J5X+4FH,2024,Cibeunying Kidul,Cibeunying Kidul,restaurant
7384,32,JAWA BARAT,3273,KOTA BANDUNG,BARINGIN BARU,JL. CIKUTRA NO.130,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7385,32,JAWA BARAT,3273,KOTA BANDUNG,RESTO 9,"APARTEMEN GATEWAY CICADAS BLOK SAFIRE A NO 9 LANTAI G, KEL",2024,Cibeunying Kidul,Cibeunying Kidul,restaurant
7386,32,JAWA BARAT,3273,KOTA BANDUNG,ORANJE CAFE,"APARTEMENT GATEWAY, JL. A. YANI BLOK GF A NO.16",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7387,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI SATE MARANGGI PRIYANGAN.,JL. KHP HASAN MUSTOPA NO.139,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7389,32,JAWA BARAT,3273,KOTA BANDUNG,EATMORE BURGER,JL. A. YANI NO.782,2024,Kecamatan Kiaracondong,Kiaracondong,restaurant
7392,32,JAWA BARAT,3273,KOTA BANDUNG,YUMM DIMSUM,GG. IRIT NO.4,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7393,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI DAN LOTEK IBU IHAT JL. UTAMA NO 65,"4M24+3MC, UNNAMED ROAD",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7394,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN BU ELLEN,"SURAPATI CORE, JL. KHP HASAN MUSTOPA BLOK K NO.16",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7396,32,JAWA BARAT,3273,KOTA BANDUNG,FRIEND CHICKEN PASIR LEUTIK,JL. ASRI NO.15,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7397,32,JAWA BARAT,3273,KOTA BANDUNG,BURGER PHK,JL. PADASUKA NO.50,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7398,32,JAWA BARAT,3273,KOTA BANDUNG,MAKAN-IN!,"KOMPLEKS BUMI ASRI, JL. TUGU ASRI NO.A5",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7399,32,JAWA BARAT,3273,KOTA BANDUNG,PESTA PIZZA (BANDUNG ERA SENTRA TALENTA. PT),"JL. PENGHULU HAJI HASAN MUSTOPA NO.39, GRAND SURAPATI CORE,
  GRAHA DFI, 2ND FLOOR",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7368,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG JANARI,JL. KHP HASAN MUSTOPA NO.16,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7369,32,JAWA BARAT,3273,KOTA BANDUNG,499 RESTORAN,JL. A. YANI NO.687,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7370,32,JAWA BARAT,3273,KOTA BANDUNG,ESSA BAR & DRINK,JL. KHP HASAN MUSTOPA NO.212,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7371,32,JAWA BARAT,3273,KOTA BANDUNG,TEA IS BANDUNG,"3MX3+344, JL. KHP HASAN MUSTOPA",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7372,32,JAWA BARAT,3273,KOTA BANDUNG,SEWANGI KOPI INDONESIA,"APARTEMEN GATEWAY, JL. A. YANI NO.669 LG A.7A",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7373,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG HDHT,JL. SETIA NO.18,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7374,32,JAWA BARAT,3273,KOTA BANDUNG,ZUPA SOUP,GG. SUKAPADA I NO.80,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7375,32,JAWA BARAT,3273,KOTA BANDUNG,STEAMBOAT BOOTAN,"3JQP+29G, GG. SUNARYO",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7376,32,JAWA BARAT,3273,KOTA BANDUNG,EVERYTHING FOOD,3JVW+94R,2024,Cibeunying Kidul,Cibeunying Kidul,restaurant
7377,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG SOTO DAN DIMSUM GAYA,"JL. NEGLASARI SELATAN NO.41 RT07, RW.13",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7379,32,JAWA BARAT,3273,KOTA BANDUNG,MM FRIED CHICKEN,"APARTEMENT GATEWAY, JL. A. YANI LANTAI GF BLOK C NO 19",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7380,32,JAWA BARAT,3273,KOTA BANDUNG,MAFAAZA CHICKEN PADASUKA,JL. KHP HASAN MUSTOPA NO.228-224,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7381,32,JAWA BARAT,3273,KOTA BANDUNG,CHICKEN FIRE CHEESE,JL. BBK. H. TAMIM NO.26,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7382,32,JAWA BARAT,3273,KOTA BANDUNG,START UP UFO BURGER CICADAS,JL. BBK. H. TAMIM JL. A. YANI NO.26,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7383,32,JAWA BARAT,3273,KOTA BANDUNG,JOEY'S HOAGIE,"APARTEMENT GATEWAY, JL. JEND. A. YANI NO.669, PADASUKA,
  CIBEUNYING KIDUL",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7352,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM SOX,JL. BRIGADIR JEND. KATAMSO NO.19B,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7353,32,JAWA BARAT,3273,KOTA BANDUNG,BANTEN PRIDE,"3JVR+P2P, GG. SUKARELA",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7354,32,JAWA BARAT,3273,KOTA BANDUNG,W19 SOCIAL BAR,"4J2Q+8VR, JL. KHP HASAN MUSTOPA",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7355,32,JAWA BARAT,3273,KOTA BANDUNG,DRAW COFFEE,JL. KHP HASAN MUSTOPA NO.54,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7356,32,JAWA BARAT,3273,KOTA BANDUNG,OICOFFEE_,JALAN BRIGJEN JL. TERUSAN KATAMSO NO.18,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7357,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI IDIOT,JL. SEKEPANJANG 2 NO.17B,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7358,32,JAWA BARAT,3273,KOTA BANDUNG,BLACK INSOMNIA COFFEE,JL. TERUSAN KATAMSO NO.151B,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7359,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN BU WIN,JL. CIKUTRA NO.91,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7360,32,JAWA BARAT,3273,KOTA BANDUNG,MAKAN MIE,JL. PAHLAWAN NO.24,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7361,32,JAWA BARAT,3273,KOTA BANDUNG,BEELICIOUS RICEBOWL,JL. PAHLAWAN,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7362,32,JAWA BARAT,3273,KOTA BANDUNG,CALIFORNIA FRIED CHICKEN,"GRIYA PAHLAWAN, JL. PAHLAWAN LT.3",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7363,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG JAVA,JL. KHP HASAN MUSTOPA NO.68,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7364,32,JAWA BARAT,3273,KOTA BANDUNG,MIE MERAPI PAHLAWAN,JL. PAHLAWAN NO.43,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7365,32,JAWA BARAT,3273,KOTA BANDUNG,PHOPHO KITCHEN BANDUNG,JL. H. SYAHRONI GG.CENDRAWASIH I NO.42,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7366,32,JAWA BARAT,3273,KOTA BANDUNG,RISS MANIS,"CIKUTRA, CIBEUNYING KIDUL, BANDUNG CITY, WEST JAVA 40124",2024,Cibeunying Kidul,Cibeunying Kidul,restaurant
7336,32,JAWA BARAT,3273,KOTA BANDUNG,SWARMA KEBAB,JL. CIKUTRA BARAT NO.9,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7337,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG MAKAN MBA IRAH,JL. SAPUJAGAT NO.23-73,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7338,32,JAWA BARAT,3273,KOTA BANDUNG,WAROHMAH KITCHEN,"GG. LAS ACIP, JL. CIDURIAN UTARA I NO.42, RT.02/RW.05",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7339,32,JAWA BARAT,3273,KOTA BANDUNG,MEALSBYDINA,PATOKAN SEBELAH KEDAI 82,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7340,32,JAWA BARAT,3273,KOTA BANDUNG,FRESH AND HEALTHY CATERING,JL. ASEP BERLIAN,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7341,32,JAWA BARAT,3273,KOTA BANDUNG,QUAL COFFEE 2.0,"GEDUNG DAPOER DOEAAN, JL. A. YANI NO.417",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7342,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI ADA,JL. CISOKAN NO.B. 6,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7343,32,JAWA BARAT,3273,KOTA BANDUNG,SUPPLIER DIMSUM BANDUNG - DIMSUM INMONS BDG,GG. SARTIKA NO.38,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7344,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI MAKAN ASIK,JL. CISOKAN NO.13,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7345,32,JAWA BARAT,3273,KOTA BANDUNG,RENDANG KEMASAN RESTU MANDE OUTLET KATAMSO,JL. CISOKAN NO.2,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7346,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN RESTU MANDE KATAMSO SPESIALIS NASI KOTAK,JL. CISOKAN NO.2,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7347,32,JAWA BARAT,3273,KOTA BANDUNG,WILLY'S CRUNCHY CHICKEN,JL. AWI BITUNG NO.37,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7348,32,JAWA BARAT,3273,KOTA BANDUNG,CHIKEN KID,GG. GARUDA,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7349,32,JAWA BARAT,3273,KOTA BANDUNG,WING WINGAN CICADAS,3JRR+86M,2024,Cibeunying Kidul,Cibeunying Kidul,restaurant
7350,32,JAWA BARAT,3273,KOTA BANDUNG,RICE BOWL BUNDA,GG. JAELANI NO.38,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7351,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN PELANGI,"TOWER SAPPHIRE, GATEWAY, APARTEMEN, JL. A. YANI NO.669",2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7320,32,JAWA BARAT,3273,KOTA BANDUNG,DAILY FIT MEALS,JL. BATIK JOGJA NO.42,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7321,32,JAWA BARAT,3273,KOTA BANDUNG,DESSERT EPIW,"JL. SUKAMANTRI II NO.3/144D, RT.07/RW.02",2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7322,32,JAWA BARAT,3273,KOTA BANDUNG,DM CATERING,JL. PASIR GG. TURI JL. CIKUTRA BARAT NO.43,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7323,32,JAWA BARAT,3273,KOTA BANDUNG,GRANDE BURGER,JL. JALAPRANG NO.2A,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7324,32,JAWA BARAT,3273,KOTA BANDUNG,KANTIN BUDGET MEAL,JL. SURAPATI NO.119,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7325,32,JAWA BARAT,3273,KOTA BANDUNG,KEBAB ARABIAN,"JL. JALAPRANG NO.5, RW.12",2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7327,32,JAWA BARAT,3273,KOTA BANDUNG,KURMIN.ID,JL. JALAPRANG NO.2A,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7328,32,JAWA BARAT,3273,KOTA BANDUNG,MARKAT COFFEE AND DESSERT,JL. JALAPRANG NO.81,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7329,32,JAWA BARAT,3273,KOTA BANDUNG,MASLOW SMOKEHOUSE,JL. BATIK KUMELI NO.38,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7330,32,JAWA BARAT,3273,KOTA BANDUNG,RANGGON RESTO,JL. SURAPATI NO.193,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7332,32,JAWA BARAT,3273,KOTA BANDUNG,RICE CUP & KEYA BY SAMBARA,JL. SIDOMUKTI NO.68,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7333,32,JAWA BARAT,3273,KOTA BANDUNG,SAINE KITCHEN,JL. GAMBIR SAKETI NO.6,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7334,32,JAWA BARAT,3273,KOTA BANDUNG,SENYAWA COFFEE.ID,JL. RERENG ADUMANIS NO.15,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7335,32,JAWA BARAT,3273,KOTA BANDUNG,SHIDOKOFFEE,JL. SIDOMUKTI NO.9,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7304,32,JAWA BARAT,3273,KOTA BANDUNG,SARAE BAKES PAHLAWAN - HALAL GANDUM VEGAN,"PASAR KREATIF, JL. PAHLAWAN NO.70",2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7305,32,JAWA BARAT,3273,KOTA BANDUNG,SEAFOOD KILOAN BANG BOPAK CAB. PAHLAWAN,JL. PAHLAWAN NO.78,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7306,32,JAWA BARAT,3273,KOTA BANDUNG,SPICYWON KOREAN STREET FOOD HALAL CIKUTRA,"JL. CIKUTRA, DEKAT PERTIGAAN JL. BOJONG KONENG NO.189",2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7307,32,JAWA BARAT,3273,KOTA BANDUNG,SUZUSHII SUSHI & KATSU,JL. CIKUTRA NO.171,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7308,32,JAWA BARAT,3273,KOTA BANDUNG,SVADISTA CATERING,JL. CIKUTRA BARU III NO.11,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7309,32,JAWA BARAT,3273,KOTA BANDUNG,THE BURGERIN,JL. CIKUTRA NO.189,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7310,32,JAWA BARAT,3273,KOTA BANDUNG,TOKO AYYUWA - PUSAT KURMA BANDUNG,JL. PAHLAWAN NO.46,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7311,32,JAWA BARAT,3273,KOTA BANDUNG,TUWI COFFE & MEALS,"12, JL. KHP HASAN MUSTOPA NO.56",2024,Kecamatan Ujung Berung,Ujung Berung,restaurant
7312,32,JAWA BARAT,3273,KOTA BANDUNG,V.O.C. INLANDER KOFFIEHUIS,"4J3P+P3J, JL. PAHLAWAN",2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7313,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG JEPANG - JAPANESE STREET FOOD,"NO., JL. CIKUTRA NO.302",2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7314,32,JAWA BARAT,3273,KOTA BANDUNG,"HANGRY AHMAD YANI - MOON CHICKEN X SAN GYU X AYAM KOPLO X DARI
  PADA X WAI THAI FOOD X ACCHA X HOT SIDE STORY X BU TUMBAR",JL. KHP HASAN MUSTOPA NO.27,2024,Kecamatan Cibeunying Kidul,Cibeunying Kidul,restaurant
7315,32,JAWA BARAT,3273,KOTA BANDUNG,ASAPINAJA (BEEF & CHICKEN),JL. SURAPATI NO.131,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7316,32,JAWA BARAT,3273,KOTA BANDUNG,BARUNTAS,4J2J+H35,2024,Cibeunying Kaler,Cibeunying Kaler,restaurant
7317,32,JAWA BARAT,3273,KOTA BANDUNG,BASECAMP,"4J3H+MPW, JL. GAMBIR ANOM BUNTU ATAS",2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7318,32,JAWA BARAT,3273,KOTA BANDUNG,BASO IKAN JP MANG JEK,JL. JALAPRANG NO.93,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7319,32,JAWA BARAT,3273,KOTA BANDUNG,BROWNIES SANDWICH ICE CREAM BANDOENG VAN JAVA,JL. BATIK JOGJA NO.53,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7288,32,JAWA BARAT,3273,KOTA BANDUNG,ELFÜN,JL. PAHLAWAN NO.64,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7290,32,JAWA BARAT,3273,KOTA BANDUNG,GUDEUG RR,JL. CIKUTRA NO.252,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7291,32,JAWA BARAT,3273,KOTA BANDUNG,INA CATERING,"JLN CIKUTRA NO 4 RT 09 RW 02, NEGLASARI",2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7292,32,JAWA BARAT,3273,KOTA BANDUNG,JABARANO COFFEE - PAHLAWAN,JL. PAHLAWAN NO.70,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7293,32,JAWA BARAT,3273,KOTA BANDUNG,KANAYA FOOD COURT,JL. CIKUTRA NO.237,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7294,32,JAWA BARAT,3273,KOTA BANDUNG,KANTIN ANDANSARI,JL. PIKITDRO NO.2,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7295,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI WQQ,4J2V+J5V,2024,Cibeunying Kaler,Cibeunying Kaler,restaurant
7296,32,JAWA BARAT,3273,KOTA BANDUNG,KIRAI DIMSUM,JL. PAHLAWAN NO.62A,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7297,32,JAWA BARAT,3273,KOTA BANDUNG,KUNYIT RESTAURANT,JL. KHP HASAN MUSTOPA NO.47/57,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7298,32,JAWA BARAT,3273,KOTA BANDUNG,MAI DEPARTE COFFEE,JL. KHP HASAN MUSTOPA NO.35,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7300,32,JAWA BARAT,3273,KOTA BANDUNG,OH DAGING,JL. CIKUTRA NO.171,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7301,32,JAWA BARAT,3273,KOTA BANDUNG,PALAY TUANG-VENUE & DINING,JL. CIKUTRA NO.169,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7302,32,JAWA BARAT,3273,KOTA BANDUNG,PARK LOUNGE,JL. PENGHULU HAJI HASAN MUSTOFA NO.47/57,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7303,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN MANTRABU,JL. KHP HASAN MUSTOPA NO.7,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7272,32,JAWA BARAT,3273,KOTA BANDUNG,LASAGNA HEAL,JL. SUPRATMAN NO.90,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7273,32,JAWA BARAT,3273,KOTA BANDUNG,MR KRIUK FRIED CHICKEN CIHAUR GEULIS BANDUNG,CIBEUNYING KALER CIHAURGEULIS,2024,Cibeunying Kaler,Cibeunying Kaler,restaurant
7274,32,JAWA BARAT,3273,KOTA BANDUNG,NASI KUNING AYAM PENYET BUNG IWAN,"3JXG+XR5, JL. PUSDAI",2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7275,32,JAWA BARAT,3273,KOTA BANDUNG,RICEBOWL 28,GG. RUKUN NO.27,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7276,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH BEELICIOUS RICEBOWL,GG. SUKALUYU I NO.27,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7277,32,JAWA BARAT,3273,KOTA BANDUNG,SEAFOOD KILOAN BANG BOPAK ( PUSAT KATAMSO ),JL. BRIGADIR JEND. KATAMSO NO.33,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7278,32,JAWA BARAT,3273,KOTA BANDUNG,TONES NO.6,JL. TERUSAN CISOKAN NO.6,2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
7279,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI MASAKAN SUNDA IBU DEDEH,3JXG+JPJ,2024,Cibeunying Kaler,Cibeunying Kaler,restaurant
7281,32,JAWA BARAT,3273,KOTA BANDUNG,BPK. INGANTA JUMPA,"NO 211 C, JL. CIKUTRA",2024,Kecamatan Cibeunying Kaler,Cibeunying Kaler,restaurant
