id,@id,abandoned,abandoned:railway,access,access:roof,addr:city,addr:country,addr:district,addr:full,addr:housename,addr:housenumber,addr:neighbourhood,addr:place,addr:postcode,addr:province,addr:state,addr:street,addr:subdistrict,addr:suburb,addr:unit,addr:village,admin_level,air_conditioning,alt_name,amenity,amenity_1,area,atm,baby_feeding,barrier,bicycle,bicycle_parking,branch,brand,brand:en,brand:id,brand:wikidata,brand:wikipedia,brand:zh,building,building:colour,building:condition,building:floor,building:levels,building:material,building:part,building:roof,building:structure,building:use,building:walls,bus,capacity,capacity:cargo_bike,capacity:disabled,capacity:persons,cash_in,cash_out,cash_withdrawal,changing_table,check_date,compressed_air,contact:facebook,contact:instagram,contact:phone,contact:twitter,contact:whatsapp,contact:youtube,covered,created_by,crossing,cuisine,currency:IDR,currency:rupiah,denomination,description,designation,dispensing,disused:railway,door,drive_through,ele,email,emergency,entrance,facebook,fax,fee,female,fixme,floors,foot,fuel:GTL_diesel,fuel:biodiesel,fuel:diesel,fuel:lpg,fuel:octane_88,fuel:octane_90,fuel:octane_92,fuel:octane_95,fuel:octane_98,fuel:solar,gate:type,government,grades,guest_house,health_amenity:type,healthcare,healthcare:speciality,height,highway,historic,image,incline,indoor,inscription,instagram,insurance:health,int_name,internet_access,internet_access:fee,internet_access:ssid,isced:level,kids_area,landuse,layer,leaf_type,leisure,level,lift_gate:type,lit,locked,male,material,maxheight,maxstay,min_age,mobile,mofa,moped,motor_vehicle,motorcar,motorcycle,museum,name,name:de,name:en,name:hi,name:id,name:it,name:ja,name:ko,name:nl,name:signed,name:su,name:vi,name:zh,natural,network,network:wikidata,noexit,not:brand:wikidata,note,office,official_name,official_name:en,official_name:id,old_name,oneway,opening_hours,opening_hours:covid19,operator,operator:en,operator:id,operator:type,operator:website,operator:wikidata,operator:wikipedia,operator_type,orientation,outdoor_seating,park_ride,parking,parking:orientation,parking_space,payment:cards,payment:cash,payment:coins,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:electronic_purses,payment:gpn_debit,payment:maestro,payment:mastercard,payment:notes,payment:visa,payment:visa_debit,payment:visa_electron,phone,place_of_worship,product,public_transport,railway,railway:ref,ref,religion,reservation,roof:colour,roof:material,room,rooms,route_ref,school,school:gender,school:type_idn,security_desk,self_service,service_times,shelter,shop,short_name,smoking,smoothness,source,sport,stars,start_date,supervised,surface,tactile_paving,task,taxi_vehicle,toilets,toilets:access,toilets:wheelchair,tourism,townhall:type,traffic_signals:sound,train,training,type,type:id,url,vehicle,wall,website,wheelchair,wikidata,wikimedia_commons,wikipedia,longitude,latitude
way/979988172,way/979988172,,,yes,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/990640380,way/990640380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,Taman Tegalega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1004945504,way/1004945504,,,,,Bandung,,,,,10,,,,,,Rasamala,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PT ARSI Enarcon,,,,,,,,,,,,,,,,,,,architect,,,,,,Mo-Fr 08:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1017773394,way/1017773394,,,,,Bandung,,,Jl Tamansari No 6-8,,,,,,,,,,,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universitas Pasundan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
way/1020623679,way/1020623679,,,yes,,,,,,,,,,,,,,,,,,,,,parking_entrance,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please confirm the existence of this building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1020623684,way/1020623684,,,,,,,,,,,,,,,,,,,,,,,,library,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1026675567,way/1026675567,,,,,,,,,,,,,,,,,,,,,,,SPBU Laswi Samoja,fuel,,,,,,,,,Pertamina,,,Q1641044,en:Pertamina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pertamina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1026675568,way/1026675568,,,,,,,,,,,,,,,,,,,,,,,SPBU Laswi Flyover;SPBU Samoja;SPBU Laswi samoja,fuel,,,,,,,,,Pertamina,,,Q1641044,en:Pertamina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pertamina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1037289748,way/1037289748,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mesjid Ummu Mansur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1049832410,way/1049832410,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMP Angkasa,,,,,,,,,,,,,,,,,,,,,,,,,,,Bandung,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052970145,way/1052970145,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klinik Utama CMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052970146,way/1052970146,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052970770,way/1052970770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kost Putri No.15D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,,,,,,,,
way/1052971963,way/1052971963,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,mosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masjid Nurul Iman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052972734,way/1052972734,,,yes,,Bandung,,,Gg. Caladi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,Taman Caladi,,,,,,,,,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
way/1052976877,way/1052976877,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,mosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masjid At Taqwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052977327,way/1052977327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052977328,way/1052977328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052977334,way/1052977334,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052977947,way/1052977947,,,,,Bandung,,,Jalan Lembah Cisitu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pos Satpam Pasaga,,,,,,,,,,,,,,,,,,,security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052978588,way/1052978588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052979151,way/1052979151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052979858,way/1052979858,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,mosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masjid At Taufiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052982044,way/1052982044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052982386,way/1052982386,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052982631,way/1052982631,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052983681,way/1052983681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052984922,way/1052984922,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1052985430,way/1052985430,,,yes,,Bandung,,,Jl Dr Slamet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,Taman DR Slamet,,,,,,,,,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
way/1059301468,way/1059301468,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,mosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1059410362,way/1059410362,,,,,Bandung,,,"Jl. Citarum, Citarum, Bandung Wetan",,,,,,,,,,,,,,,,bank,,,,,,,,,Bank Muamalat,,,Q4855949,,,bank,,good,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Muamalat,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
way/1059541357,way/1059541357,,,,,Bandung,,,Jalan Pelesiran No.36,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD Negeri Pelesiran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sd,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1059574583,way/1059574583,,,,,Bandung,,,Jalan Hasanudin,,,,,,,,,,,,,,,,bank,,,,,,,,,BNI,,,Q2882611,,,bank,,good,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BNI,,,,,,,,,,,,,,,,,,,,Bank Negara Indonesia,,,,,Mo-Fr 08:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
way/1059592565,way/1059592565,,,,,Bandung,,,Jalan Peta No. 252,,,,,,,,,,,,,,,,bank,,,,,,,,,,,,,,,bank,,good,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank BTN,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
way/1059592566,way/1059592566,,,,,Bandung,,,Jalan Peta,,,,,,,,,,,,,,,,bank,,,,,,,,,,,,,,,bank,,good,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank BCA I whatsapp 087788067328,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022;layanan cs 087788067328,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,
way/1059592567,way/1059592567,,,,,Bandung,,,Jalan Peta,,,,,,,,,,,,,,,,bank,,,,,,,,,,,,,,,bank,,good,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bank Mega,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,
way/1059592568,way/1059592568,,,,,Bandung,,,Jalan Lingkar kencana,,,,,,,,,,,,,,,,bank,,,,,,,,,,,,,,,bank,,good,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maybank,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,
way/1059991939,way/1059991939,,,,,Bandung,,,Jalan Ir. H. Djuanda No.144,,,,,,,,,,,,,,,,bank,,,,,,,,,BRI,,,Q623042,,,bank,,good,,3,,,,,,,,,,,,,,,,2025-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRI,,,,,,,,,,,,,,,,,,,,Bank Rakyat Indonesia,,,,,Mo-Fr 08:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
way/1059993443,way/1059993443,,,,,Bandung,,,"Jl. Baros No. 2, Cihapit, Bandung Wetan",,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,school,,good,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD Priangan Istiqamah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sd,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,
way/1059993444,way/1059993444,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1059993466,way/1059993466,,,,,,,,"Jl. Ambon No. 23, Citarum, Bandung Wetan",,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,school,,good,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPN 7 BANDUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smp,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
way/1059993467,way/1059993467,,,,,Bandung,,,,,,,,,,,Jalan Cimanuk,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMPN 44 BANDUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way/1059993476,way/1059993476,,,,,Bandung,,,"Jl. L. L. R.E. Martadinata 52, Citarum, Bandung Wetan",,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,school,,good,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sekolah Taruna Bakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sd,smp,sma",,,,,,,,,S2City_POI_2022,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,
